Sl.no,Vehicle Number,Country,Latt/lang,Coordinates,Latitude,Longitude,Population_Density,GDP_PPP
2350,DN0744,TOGO,"(6.214978,1.165323)","6.214978,1.165323",6.214978,1.165323,223,1350323.9
2351,DM0154,TOGO ,"(6.234165,1.180667)","6.234165,1.180667",6.234165,1.180667,223,2869315.8
2352,DO7005,TOGO,"(6.180833,1.380797)","6.180833,1.380797",6.180833,1.380797,255,6837219.0
2353,DP0892,TOGO ,"(6.189762,1.255587)","6.189762,1.255587",6.189762,1.255587,223,7944532.0
2354,DP9516,TOGO,"(6.181141,1.201302)","6.181141,1.201302",6.181141,1.201302,223,11114146.0
2355,DP5954,TOGO,"(6.18445,1.197533)","6.18445,1.197533",6.18445,1.197533,193,4763339.0
2356,DM3199,TOGO,"(6.173452,1.18437)","6.173452,1.18437",6.173452,1.18437,193,8997111.0
2357,DM5625,TOGO,"(6.262222,1.275373)","6.262222,1.275373",6.262222,1.275373,131,901589.7
2358,DR5525,TOGO,"(6.248152,1.279075)","6.248152,1.279075",6.248152,1.279075,131,2708321.5
2359,DR9156,TOGO,"(6.249978,1.287425)","6.249978,1.287425",6.249978,1.287425,131,758969.1
2360,DS1982,TOGO,"(6.425437,1.211478)","6.425437,1.211478",6.425437,1.211478,129,10633688.0
2361,DO7408,TOGO,"(6.135162,1.237487)","6.135162,1.237487",6.135162,1.237487,223,7291456.0
2362,DR4573,TOGO,"(6.209868,1.14554)","6.209868,1.14554",6.209868,1.14554,223,959910.4
2363,DN0644,TOGO,"(6.18104,1.279986)","6.18104,1.279986",6.18104,1.279986,223,6924028.5
2364,DP9419,TOGO,"(6.152678,1.243655)","6.152678,1.243655",6.152678,1.243655,223,6958666.5
2365,DR9239,TOGO,"(6.173757,1.180972)","6.173757,1.180972",6.173757,1.180972,193,9613996.0
2366,DL3078,TOGO ,"(6.319588,1.220093)","6.319588,1.220093",6.319588,1.220093,129,3168164.8
2367,DR9153,TOGO,"(6.23517,1.164958)","6.23517,1.164958",6.23517,1.164958,223,2482552.2
2368,DR0127,TOGO,"(6.162362,1.285178)","6.162362,1.285178",6.162362,1.285178,223,8296378.5
2369,DN3276,TOGO,"(6.185375,1.368833)","6.185375,1.368833",6.185375,1.368833,255,2660769.8
2370,DL5674,TOGO ,"(6.189178,1.254363)","6.189178,1.254363",6.189178,1.254363,223,7944532.0
2371,DM0321,TOGO ,"(6.18965,1.245732)","6.18965,1.245732",6.18965,1.245732,223,7944532.0
2372,DR9099,TOGO,"(6.153573,1.23129)","6.153573,1.23129",6.153573,1.23129,223,11020459.0
