Sl.no,Vehicle Number,Country,Latt/lang,Coordinates,Latitude,Longitude,Population_Density,GDP_PPP
1064,DP6119,TOGO,"(6.170468,1.299743)","6.170468,1.299743",6.170468,1.299743,223,8251214.0
1065,DO9238,TOGO,"(6.179182,1.299553)","6.179182,1.299553",6.179182,1.299553,223,2845829.2
1066,DR0058,TOGO,"(6.377088,0.883232)","6.377088,0.883232",6.377088,0.883232,134,
1067,DL5811,TOGO ,"(6.218832,1.119167)","6.218832,1.119167",6.218832,1.119167,223,684230.75
1068,DK0949,TOGO ,"(6.195917,1.149863)","6.195917,1.149863",6.195917,1.149863,193,4677961.0
1069,DL2832,TOGO,"(6.302045,1.23226)","6.302045,1.23226",6.302045,1.23226,129,97294.88
1070,DR4488,TOGO,"(6.23932,1.290753)","6.23932,1.290753",6.23932,1.290753,131,543430.94
1071,DP6172,Togo ,"(6.24284,1.295632)","6.24284,1.295632",6.24284,1.295632,131,758969.1
1072,DS0151,TOGO,"(6.25603,1.30105)","6.25603,1.30105",6.25603,1.30105,147,
1073,DL2853,TOGO ,"(6.138683,1.267917)","6.138683,1.267917",6.138683,1.267917,223,7973823.5
1074,DR9264,TOGO,"(6.840582,0.57478)","6.840582,0.57478",6.840582,0.57478,128,
1075,DP3427,TOGO,"(6.17478,1.155165)","6.17478,1.155165",6.17478,1.155165,193,2401411.2
1076,DP6131,TOGO,"(6.240915,1.149563)","6.240915,1.149563",6.240915,1.149563,223,1771039.2
1077,DR6850,TOGO,"(6.432632,1.220038)","6.432632,1.220038",6.432632,1.220038,129,5858109.0
1078,DR6924,TOGO,"(6.669497,1.169696)","6.669497,1.169696",6.669497,1.169696,129,868401.75
1079,DO9097,TOGO,"(6.247017,1.149533)","6.247017,1.149533",6.247017,1.149533,223,1314133.0
1080,DN5990,TOGO,"(6.186373,1.1482)","6.186373,1.1482",6.186373,1.1482,193,4447261.0
1081,DS8462,Togo ,"(6.433227,1.218917)","6.433227,1.218917",6.433227,1.218917,129,5858109.0
1082,DR5059,TOGO,"(6.205897,1.158228)","6.205897,1.158228",6.205897,1.158228,223,3187537.0
1083,DM7357,TOGO,"(6.240141,1.639428)","6.240141,1.639428",6.240141,1.639428,255,1227529.6
1084,DR3856,TOGO,"(6.200947,1.091565)","6.200947,1.091565",6.200947,1.091565,140,15464.141
1085,DL5441,TOGO,"(6.177906,1.151529)","6.177906,1.151529",6.177906,1.151529,193,3552782.0
1086,DR1547,TOGO,"(6.24374,1.053686)","6.24374,1.053686",6.24374,1.053686,140,1153670.8
1087,DO7414,TOGO,"(6.239884,1.639291)","6.239884,1.639291",6.239884,1.639291,255,1227529.6
1088,DR9232,TOGO,"(6.241027,1.639278)","6.241027,1.639278",6.241027,1.639278,255,1227529.6
1089,DM5558,TOGO,"(6.2086,1.118078)","6.2086,1.118078",6.2086,1.118078,223,607585.94
1090,DM5594,TOGO,"(6.37758,1.20435)","6.37758,1.20435",6.37758,1.20435,129,35291.363
1091,DL4220,TOGO,"(6.266393,1.228075)","6.266393,1.228075",6.266393,1.228075,131,277600.62
1092,DL8914,TOGO ,"(6.205672,1.158202)","6.205672,1.158202",6.205672,1.158202,223,3187537.0
1093,DL8822,TOGO ,"(6.233213,1.222358)","6.233213,1.222358",6.233213,1.222358,131,4335390.5
1094,DP4502,TOGO,"(6.175488,1.299807)","6.175488,1.299807",6.175488,1.299807,223,2845829.2
1095,DR4518,TOGO,"(6.188802,1.345093)","6.188802,1.345093",6.188802,1.345093,255,5126716.0
1096,DM7527,TOGO,"(6.185603,1.341324)","6.185603,1.341324",6.185603,1.341324,255,5126716.0
1097,DK1648,TOGO,"(6.221115,1.152757)","6.221115,1.152757",6.221115,1.152757,223,402586.56
1098,DP3431,TOGO,"(6.224694,1.222701)","6.224694,1.222701",6.224694,1.222701,131,4437533.5
1099,DL5680,TOGO ,"(6.187125,1.14807)","6.187125,1.14807",6.187125,1.14807,193,4447261.0
1100,DN3406,TOGO,"(6.184332,1.146748)","6.184332,1.146748",6.184332,1.146748,193,4447261.0
1101,DM3201,TOGO,"(6.232127,1.235991)","6.232127,1.235991",6.232127,1.235991,131,168327.67
1102,DS3167,TOGO ,"(6.159276,1.308823)","6.159276,1.308823",6.159276,1.308823,255,7864941.0
1103,DM5595,TOGO,"(6.131367,1.204863)","6.131367,1.204863",6.131367,1.204863,223,7159548.5
1104,DL5071,TOGO,"(6.311115,1.232581)","6.311115,1.232581",6.311115,1.232581,129,864139.25
1105,DL8694,TOGO ,"(6.194745,1.149025)","6.194745,1.149025",6.194745,1.149025,193,4677961.0
1106,DP6120,TOGO,"(6.17561,1.30007)","6.17561,1.30007",6.17561,1.30007,255,2845829.2
1107,DR6692,TOGO,"(6.16414,1.303845)","6.16414,1.303845",6.16414,1.303845,255,8101619.0
1108,DN3399,TOGO,"(6.262821,1.261026)","6.262821,1.261026",6.262821,1.261026,131,540005.0
1109,DP6181,TOGO,"(6.206197,1.158906)","6.206197,1.158906",6.206197,1.158906,223,2426075.2
1110,DR9269,TOGO,"(6.202051,1.233446)","6.202051,1.233446",6.202051,1.233446,131,3571936.0
1111,DO7012,TOGO,"(6.188755,1.331095)","6.188755,1.331095",6.188755,1.331095,255,5692546.5
1112,DR9159,TOGO,"(6.164208,1.30382)","6.164208,1.30382",6.164208,1.30382,255,8101619.0
1113,DO9182,TOGO,"(6.238307,1.285295)","6.238307,1.285295",6.238307,1.285295,131,543430.94
1114,DP0290,TOGO ,"(6.203173,1.157467)","6.203173,1.157467",6.203173,1.157467,223,3187537.0
1115,DM0181,TOGO ,"(6.185427,1.147003)","6.185427,1.147003",6.185427,1.147003,193,4447261.0
1116,DO7424,TOGO,"(6.244238,1.657907)","6.244238,1.657907",6.244238,1.657907,255,2066235.6
1117,DK9269,TOGO,"(6.31825,1.23957)","6.31825,1.23957",6.31825,1.23957,129,111962.31
1118,DL5070,TOGO,"(6.21784,1.119916)","6.21784,1.119916",6.21784,1.119916,223,684230.75
1119,DL6927,TOGO ,"(6.222677,1.12305)","6.222677,1.12305",6.222677,1.12305,223,684230.75
1120,DO7037,TOGO,"(6.272572,1.174459)","6.272572,1.174459",6.272572,1.174459,223,536823.0
1121,DR9108,TOGO,"(6.336485,1.199857)","6.336485,1.199857",6.336485,1.199857,129,
1122,DR6766,TOGO,"(6.228813,1.139718)","6.228813,1.139718",6.228813,1.139718,223,1375074.4
1123,DN0655,TOGO,"(6.308557,1.227611)","6.308557,1.227611",6.308557,1.227611,129,864139.25
1124,DL4245,TOGO ,"(6.230045,1.233908)","6.230045,1.233908",6.230045,1.233908,131,168327.67
1125,DP9403,TOGO,"(6.201358,1.15706)","6.201358,1.15706",6.201358,1.15706,223,3187537.0
1126,DN0753,TOGO,"(6.173058,1.15672)","6.173058,1.15672",6.173058,1.15672,193,2401411.2
1127,DO7438,TOGO,"(6.173583,1.154997)","6.173583,1.154997",6.173583,1.154997,193,2401411.2
1128,DO7421,TOGO,"(6.169446,1.301509)","6.169446,1.301509",6.169446,1.301509,255,8251214.0
1129,DN0674,TOGO,"(6.175932,1.152213)","6.175932,1.152213",6.175932,1.152213,193,3552782.0
1130,DL5800,TOGO ,"(6.224442,1.222008)","6.224442,1.222008",6.224442,1.222008,131,4437533.5
1131,DM7519,TOGO,"(6.170905,1.199257)","6.170905,1.199257",6.170905,1.199257,193,9997250.0
1132,DO9270,TOGO,"(6.169832,1.301456)","6.169832,1.301456",6.169832,1.301456,255,8251214.0
1133,DL6885,TOGO ,"(6.272923,1.288722)","6.272923,1.288722",6.272923,1.288722,131,1758714.2
1134,DR6816,TOGO,"(6.200213,1.092363)","6.200213,1.092363",6.200213,1.092363,140,183216.48
1135,DR4479,TOGO,"(6.223259,1.222623)","6.223259,1.222623",6.223259,1.222623,131,4437533.5
1136,DL5706,TOGO ,"(6.189015,1.157945)","6.189015,1.157945",6.189015,1.157945,193,4447261.0
1137,DP3430,TOGO,"(6.225392,1.126548)","6.225392,1.126548",6.225392,1.126548,223,1158077.8
1138,DM3209,TOGO,"(6.178502,1.292548)","6.178502,1.292548",6.178502,1.292548,223,2845829.2
1139,DL6984,TOGO ,"(6.180153,1.301622)","6.180153,1.301622",6.180153,1.301622,255,2845829.2
1140,DR6849,TOGO,"(6.24317,1.293712)","6.24317,1.293712",6.24317,1.293712,131,758969.1
1141,DR7344,TOGO,"(6.207338,1.41283)","6.207338,1.41283",6.207338,1.41283,158,2133626.0
1142,DR4509,TOGO,"(6.193188,1.381267)","6.193188,1.381267",6.193188,1.381267,255,1297267.1
1143,DP0127,TOGO ,"(6.315105,1.236497)","6.315105,1.236497",6.315105,1.236497,129,1385598.6
1144,DP0884,TOGO ,"(6.225399,1.147008)","6.225399,1.147008",6.225399,1.147008,223,1082756.5
1145,DM0310,TOGO ,"(6.223388,1.222362)","6.223388,1.222362",6.223388,1.222362,131,4437533.5
1146,DP0149,TOGO ,"(6.226675,1.231285)","6.226675,1.231285",6.226675,1.231285,131,1332278.4
1147,DM6929,TOGO,"(6.180347,1.301495)","6.180347,1.301495",6.180347,1.301495,255,2845829.2
1148,DS0124,TOGO,"(6.20202,1.272832)","6.20202,1.272832",6.20202,1.272832,131,836281.8
1149,DP1475,Togo ,"(6.217778,1.22782)","6.217778,1.22782",6.217778,1.22782,131,4012766.5
1150,DL9116,TOGO ,"(6.202762,1.158107)","6.202762,1.158107",6.202762,1.158107,223,3187537.0
1151,DL4189,TOGO,"(6.18564,1.158905)","6.18564,1.158905",6.18564,1.158905,193,4502442.5
1152,DO9273,TOGO,"(6.35933,1.203478)","6.35933,1.203478",6.35933,1.203478,129,
1153,DM7529,TOGO,"(6.310046,1.226367)","6.310046,1.226367",6.310046,1.226367,129,864139.25
1154,DL2969,TOGO,"(6.267127,1.182093)","6.267127,1.182093",6.267127,1.182093,223,31603.041
1155,DK1653,TOGO ,"(6.200453,1.093155)","6.200453,1.093155",6.200453,1.093155,140,183216.48
1156,DR9089,TOGO,"(6.67126,1.165275)","6.67126,1.165275",6.67126,1.165275,129,93013.6
1157,DP5982,TOGO,"(6.326492,1.24117)","6.326492,1.24117",6.326492,1.24117,129,203169.86
1158,DL5661,TOGO ,"(6.322825,1.240615)","6.322825,1.240615",6.322825,1.240615,129,111962.31
1159,DP5952,TOGO,"(6.328437,1.241329)","6.328437,1.241329",6.328437,1.241329,129,203169.86
1160,DR1666,TOGO,"(6.176423,1.301137)","6.176423,1.301137",6.176423,1.301137,255,2845829.2
1161,DL4131,TOGO,"(6.205058,1.15953)","6.205058,1.15953",6.205058,1.15953,223,2426075.2
1162,DR9117,TOGO,"(6.188915,1.158535)","6.188915,1.158535",6.188915,1.158535,193,4502442.5
1163,DP6097,TOGO,"(6.222533,1.149887)","6.222533,1.149887",6.222533,1.149887,223,402586.56
1164,DP0140,TOGO ,"(6.231174,1.141817)","6.231174,1.141817",6.231174,1.141817,223,1082756.5
1165,DL5675,TOGO ,"(6.308764,1.226425)","6.308764,1.226425",6.308764,1.226425,129,864139.25
1166,DR4579,TOGO,"(6.211145,1.448068)","6.211145,1.448068",6.211145,1.448068,158,555565.06
1167,DP6113,TOGO,"(6.176169,1.301309)","6.176169,1.301309",6.176169,1.301309,255,2845829.2
1168,DP0289,TOGO ,"(6.2643,1.224763)","6.2643,1.224763",6.2643,1.224763,131,682572.5
1169,DS0058,TOGO,"(6.225208,1.127363)","6.225208,1.127363",6.225208,1.127363,223,1158077.8
1170,DP0670,TOGO ,"(6.189468,1.328337)","6.189468,1.328337",6.189468,1.328337,255,5692546.5
1171,DS8461,Togo ,"(6.263748,1.297388)","6.263748,1.297388",6.263748,1.297388,131,141677.14
1172,DP4498,TOGO,"(6.195593,1.157195)","6.195593,1.157195",6.195593,1.157195,193,4677961.0
1173,DN3361,TOGO,"(6.195619,1.157148)","6.195619,1.157148",6.195619,1.157148,193,4677961.0
1174,DR5062,TOGO,"(6.195606,1.157133)","6.195606,1.157133",6.195606,1.157133,193,4677961.0
1175,DP6165,TOGO,"(6.317073,1.209684)","6.317073,1.209684",6.317073,1.209684,129,418233.06
1176,DS0109,TOGO,"(6.276423,1.16956)","6.276423,1.16956",6.276423,1.16956,223,37391.53
1177,DL5804,TOGO ,"(6.274426,1.170595)","6.274426,1.170595",6.274426,1.170595,223,536823.0
1178,DL2996,TOGO ,"(6.232705,1.220447)","6.232705,1.220447",6.232705,1.220447,131,4335390.5
1179,DR3826,TOGO,"(6.25203,1.146002)","6.25203,1.146002",6.25203,1.146002,223,1125408.6
1180,DR9253,TOGO,"(6.259035,1.121628)","6.259035,1.121628",6.259035,1.121628,223,188351.61
1181,DR1813,TOGO,"(6.289957,1.228838)","6.289957,1.228838",6.289957,1.228838,131,13902.333
1182,DP4599,TOGO,"(6.212542,1.447837)","6.212542,1.447837",6.212542,1.447837,158,555565.06
1183,DR3489,TOGO,"(6.15172,1.268428)","6.15172,1.268428",6.15172,1.268428,223,7387100.0
1184,DR5453,TOGO,"(6.278458,1.167808)","6.278458,1.167808",6.278458,1.167808,223,37391.53
1185,DP0303,TOGO ,"(6.207908,1.160388)","6.207908,1.160388",6.207908,1.160388,223,2426075.2
1186,DR4604,Togo ,"(6.212343,1.157175)","6.212343,1.157175",6.212343,1.157175,223,959910.4
1187,DN3403,TOGO,"(6.277045,1.045732)","6.277045,1.045732",6.277045,1.045732,140,
1188,DT0386,TOGO,"(6.189288,1.328325)","6.189288,1.328325",6.189288,1.328325,255,5692546.5
1189,DM5383,TOGO,"(6.248785,1.296824)","6.248785,1.296824",6.248785,1.296824,131,758969.1
1190,DN0774,TOGO,"(6.261875,1.262902)","6.261875,1.262902",6.261875,1.262902,131,540005.0
1191,DR6671,TOGO,"(6.209378,1.120237)","6.209378,1.120237",6.209378,1.120237,223,607585.94
1192,DR0039,TOGO,"(6.239446,1.146752)","6.239446,1.146752",6.239446,1.146752,223,1771039.2
1193,DS0369,TOGO,"(6.249905,1.15311)","6.249905,1.15311",6.249905,1.15311,223,1314133.0
1194,DP5964,TOGO,"(6.218243,1.228642)","6.218243,1.228642",6.218243,1.228642,131,4012766.5
1195,DR9096,TOGO,"(6.165393,1.30487)","6.165393,1.30487",6.165393,1.30487,255,8101619.0
1196,DR5654,TOGO,"(6.265945,1.225424)","6.265945,1.225424",6.265945,1.225424,131,277600.62
1197,DS1966,TOGO,"(6.266518,1.225842)","6.266518,1.225842",6.266518,1.225842,131,277600.62
1198,DO7708,TOGO,"(6.222977,1.148725)","6.222977,1.148725",6.222977,1.148725,223,402586.56
1199,DO6694,TOGO,"(6.196277,1.147145)","6.196277,1.147145",6.196277,1.147145,193,4677961.0
1200,DK1660,TOGO ,"(6.277063,1.0454)","6.277063,1.0454",6.277063,1.0454,140,
1201,DR4533,TOGO,"(6.266768,1.225732)","6.266768,1.225732",6.266768,1.225732,131,449294.88
1202,DL8830,TOGO ,"(6.189,1.349988)","6.189,1.349988",6.189,1.349988,255,5126716.0
1203,DR6834,TOGO,"(6.337963,1.200583)","6.337963,1.200583",6.337963,1.200583,129,
1204,DP0171,TOGO ,"(6.23545,1.220828)","6.23545,1.220828",6.23545,1.220828,131,1926050.0
1205,DL1867,TOGO ,"(6.226805,1.14193)","6.226805,1.14193",6.226805,1.14193,223,1082756.5
1206,DL0105,TOGO ,"(6.3096,1.224697)","6.3096,1.224697",6.3096,1.224697,129,584194.0
1207,DL4132,TOGO ,"(6.266122,1.225308)","6.266122,1.225308",6.266122,1.225308,131,277600.62
1208,DO7001,TOGO,"(6.266292,1.19308)","6.266292,1.19308",6.266292,1.19308,223,2239202.5
1209,DR6705,TOGO,"(6.260752,1.133765)","6.260752,1.133765",6.260752,1.133765,223,886818.06
1210,DO9206,TOGO,"(6.259917,1.13664)","6.259917,1.13664",6.259917,1.13664,223,886818.06
1211,DO6053,TOGO,"(6.182512,1.388965)","6.182512,1.388965",6.182512,1.388965,255,2707860.0
1212,DR0184,TOGO,"(6.189874,1.326509)","6.189874,1.326509",6.189874,1.326509,255,5692546.5
1213,DR6781,TOGO,"(6.381751,1.194467)","6.381751,1.194467",6.381751,1.194467,129,
1214,DR9216,TOGO,"(6.197613,1.157852)","6.197613,1.157852",6.197613,1.157852,193,4677961.0
1215,DL2970,TOGO,"(6.33206,1.239675)","6.33206,1.239675",6.33206,1.239675,129,203169.86
1216,DM0148,TOGO ,"(6.265417,1.192783)","6.265417,1.192783",6.265417,1.192783,223,2239202.5
1217,DL0107,TOGO ,"(6.23237,1.219673)","6.23237,1.219673",6.23237,1.219673,131,4335390.5
1218,DP6176,TOGO,"(6.222799,1.148488)","6.222799,1.148488",6.222799,1.148488,223,402586.56
1219,DL0067,TOGO ,"(6.224053,1.220513)","6.224053,1.220513",6.224053,1.220513,131,4437533.5
1220,DP1407,TOGO ,"(6.188038,1.146135)","6.188038,1.146135",6.188038,1.146135,193,4447261.0
1221,DR9093,TOGO,"(6.271883,1.275224)","6.271883,1.275224",6.271883,1.275224,131,303934.25
1222,DR6837,TOGO,"(6.256022,1.298239)","6.256022,1.298239",6.256022,1.298239,131,1359743.5
1223,DL7304,TOGO ,"(6.178995,1.290218)","6.178995,1.290218",6.178995,1.290218,223,4033614.8
1224,DP5985,TOGO,"(6.261647,1.26345)","6.261647,1.26345",6.261647,1.26345,131,540005.0
1225,DL2986,TOGO,"(6.379885,1.20221)","6.379885,1.20221",6.379885,1.20221,129,35291.363
1226,DL2837,TOGO,"(6.431509,1.216868)","6.431509,1.216868",6.431509,1.216868,129,5858109.0
1227,DP9394,TOGO,"(6.431395,1.216933)","6.431395,1.216933",6.431395,1.216933,129,5858109.0
1228,DR0117,TOGO,"(6.431505,1.216863)","6.431505,1.216863",6.431505,1.216863,129,5858109.0
1229,DP9404,TOGO,"(6.431501,1.21691)","6.431501,1.21691",6.431501,1.21691,129,5858109.0
1230,DP4586,TOGO,"(6.313334,1.232286)","6.313334,1.232286",6.313334,1.232286,129,864139.25
1231,DR9275,TOGO,"(6.189462,1.146292)","6.189462,1.146292",6.189462,1.146292,193,4447261.0
1232,DR8404,TOGO,"(6.431425,1.21688)","6.431425,1.21688",6.431425,1.21688,129,5858109.0
1233,DN3289,TOGO,"(6.431429,1.216834)","6.431429,1.216834",6.431429,1.216834,129,5858109.0
1234,DR0170,TOGO,"(6.431492,1.216893)","6.431492,1.216893",6.431492,1.216893,129,5858109.0
1235,DO9088,TOGO,"(6.154613,1.268088)","6.154613,1.268088",6.154613,1.268088,223,7387100.0
1236,DL6993,TOGO ,"(6.184627,1.159793)","6.184627,1.159793",6.184627,1.159793,193,4502442.5
1237,DL5434,TOGO,"(6.251205,1.151272)","6.251205,1.151272",6.251205,1.151272,223,1125408.6
1238,DM0275,TOGO ,"(6.234245,1.220028)","6.234245,1.220028",6.234245,1.220028,131,1926050.0
1239,DL5673,TOGO ,"(6.231323,1.218935)","6.231323,1.218935",6.231323,1.218935,131,4335390.5
1240,DO6991,TOGO,"(6.213772,1.120822)","6.213772,1.120822",6.213772,1.120822,223,607585.94
1241,DR9077,TOGO,"(6.428945,1.219958)","6.428945,1.219958",6.428945,1.219958,129,5858109.0
1242,DR4468,TOGO,"(6.217318,1.446262)","6.217318,1.446262",6.217318,1.446262,158,256209.6
1243,DR1652,TOGO,"(6.272547,1.284412)","6.272547,1.284412",6.272547,1.284412,131,1758714.2
1244,DP9502,TOGO,"(6.154755,1.268037)","6.154755,1.268037",6.154755,1.268037,223,7387100.0
1245,DK6457,TOGO ,"(6.190782,1.159005)","6.190782,1.159005",6.190782,1.159005,193,4502442.5
1246,DP6177,TOGO,"(6.229412,1.136622)","6.229412,1.136622",6.229412,1.136622,223,1375074.4
1247,DS1565,TOGO,"(6.229577,1.186761)","6.229577,1.186761",6.229577,1.186761,223,4693571.5
1248,DL1944,TOGO,"(6.307688,1.225807)","6.307688,1.225807",6.307688,1.225807,129,97294.88
1249,DT0633,TOGO,"(6.222611,1.230548)","6.222611,1.230548",6.222611,1.230548,131,4012766.5
1250,DP9505,TOGO,"(6.27945,1.1394)","6.27945,1.1394",6.27945,1.1394,223,669755.3
1251,DR9118,TOGO,"(6.271592,1.287195)","6.271592,1.287195",6.271592,1.287195,131,1758714.2
1252,DL2973,TOGO ,"(6.25106,1.602622)","6.25106,1.602622",6.25106,1.602622,255,1694740.2
1253,DP9439,TOGO,"(6.198623,1.382713)","6.198623,1.382713",6.198623,1.382713,255,1297267.1
1254,DL1951,TOGO ,"(6.23218,1.219088)","6.23218,1.219088",6.23218,1.219088,131,4335390.5
1255,DR5446,TOGO,"(6.207722,1.162028)","6.207722,1.162028",6.207722,1.162028,223,2426075.2
1256,DM0308,TOGO ,"(6.184028,1.143528)","6.184028,1.143528",6.184028,1.143528,193,4447261.0
1257,DR4922,TOGO,"(6.189193,1.326562)","6.189193,1.326562",6.189193,1.326562,255,5692546.5
1258,DS1688,TOGO,"(6.239021,1.636446)","6.239021,1.636446",6.239021,1.636446,255,1227529.6
1259,DS1974,TOGO,"(6.239017,1.63648)","6.239017,1.63648",6.239017,1.63648,255,1227529.6
1260,DR0076,TOGO,"(6.187096,1.09063)","6.187096,1.09063",6.187096,1.09063,161,232331.25
1261,DP6116,TOGO,"(6.196222,1.146427)","6.196222,1.146427",6.196222,1.146427,193,4677961.0
1262,DR5551,TOGO,"(6.184047,1.387695)","6.184047,1.387695",6.184047,1.387695,255,4583441.0
1263,DR4586,TOGO,"(6.184277,1.387512)","6.184277,1.387512",6.184277,1.387512,255,4583441.0
1264,DO9258,TOGO,"(6.22573,1.219435)","6.22573,1.219435",6.22573,1.219435,131,4335390.5
1265,DO9165,TOGO,"(6.154932,1.267853)","6.154932,1.267853",6.154932,1.267853,223,7387100.0
1266,DT0390,TOGO,"(6.188776,1.160227)","6.188776,1.160227",6.188776,1.160227,193,4502442.5
1267,DL2972,TOGO,"(6.311422,1.223497)","6.311422,1.223497",6.311422,1.223497,129,584194.0
1268,DM5389,TOGO,"(6.257141,1.167745)","6.257141,1.167745",6.257141,1.167745,223,1994694.5
1269,DL5663,TOGO ,"(6.260318,1.129583)","6.260318,1.129583",6.260318,1.129583,223,194436.5
1270,DK1624,TOGO ,"(6.191923,1.146357)","6.191923,1.146357",6.191923,1.146357,193,4677961.0
1271,DL5712,TOGO ,"(6.168623,1.262463)","6.168623,1.262463",6.168623,1.262463,223,5538392.0
1272,DR5562,TOGO,"(6.177597,1.29082)","6.177597,1.29082",6.177597,1.29082,223,4033614.8
1273,DL8695,TOGO ,"(6.264127,1.295637)","6.264127,1.295637",6.264127,1.295637,131,141677.14
1274,DN6005,TOGO,"(6.261322,1.264574)","6.261322,1.264574",6.261322,1.264574,131,540005.0
1275,DR5502,TOGO,"(6.199276,1.148061)","6.199276,1.148061",6.199276,1.148061,193,4677961.0
1276,DR8390,TOGO,"(6.199805,1.268295)","6.199805,1.268295",6.199805,1.268295,223,5165992.0
1277,DS1605,TOGO,"(6.236153,1.220022)","6.236153,1.220022",6.236153,1.220022,131,1926050.0
1278,DP9276,TOGO,"(6.22506,1.130124)","6.22506,1.130124",6.22506,1.130124,223,1158077.8
1279,DR4645,Togo ,"(6.226704,1.158093)","6.226704,1.158093",6.226704,1.158093,223,1082756.5
1280,DL1835,TOGO ,"(6.194682,1.146352)","6.194682,1.146352",6.194682,1.146352,193,4677961.0
1281,DO6977,TOGO,"(6.190017,1.32389)","6.190017,1.32389",6.190017,1.32389,255,4748061.0
1282,DK4143,TOGO ,"(6.227258,1.18748)","6.227258,1.18748",6.227258,1.18748,223,4693571.5
1283,DL4184,TOGO ,"(6.184752,1.34476)","6.184752,1.34476",6.184752,1.34476,255,5126716.0
1284,DM0180,TOGO ,"(6.327692,1.207602)","6.327692,1.207602",6.327692,1.207602,129,27597.28
1285,DR6848,TOGO,"(6.31869,1.210395)","6.31869,1.210395",6.31869,1.210395,129,418233.06
1286,DL5793,TOGO ,"(6.321247,1.208943)","6.321247,1.208943",6.321247,1.208943,129,418233.06
1287,DN0773,TOGO,"(6.235035,1.157411)","6.235035,1.157411",6.235035,1.157411,223,1771039.2
1288,DM0316,TOGO ,"(6.190166,1.145873)","6.190166,1.145873",6.190166,1.145873,193,4447261.0
1289,DR3887,TOGO,"(6.178725,1.303358)","6.178725,1.303358",6.178725,1.303358,255,2845829.2
1290,DL5657,TOGO ,"(6.127277,1.23449)","6.127277,1.23449",6.127277,1.23449,223,4614352.5
1291,DR5623,TOGO,"(6.272015,1.280187)","6.272015,1.280187",6.272015,1.280187,131,303934.25
1292,DS1657,TOGO,"(6.436282,1.208958)","6.436282,1.208958",6.436282,1.208958,129,5841908.5
1293,DL7301,TOGO ,"(6.169688,1.26036)","6.169688,1.26036",6.169688,1.26036,223,5538392.0
1294,DP5970,TOGO,"(6.201555,1.116812)","6.201555,1.116812",6.201555,1.116812,223,997554.6
1295,DL9083,TOGO ,"(6.184093,1.160097)","6.184093,1.160097",6.184093,1.160097,193,4502442.5
1296,DL1899,TOGO ,"(6.227427,1.186255)","6.227427,1.186255",6.227427,1.186255,223,4693571.5
1297,DP6155,TOGO,"(6.229905,1.18628)","6.229905,1.18628",6.229905,1.18628,223,4693571.5
1298,DR1646,TOGO,"(6.179738,1.137816)","6.179738,1.137816",6.179738,1.137816,193,1922679.8
1299,DR4721,Togo ,"(6.188838,1.326512)","6.188838,1.326512",6.188838,1.326512,255,5692546.5
1300,DR3511,TOGO,"(6.276402,1.137832)","6.276402,1.137832",6.276402,1.137832,223,669755.3
1301,DN0662,TOGO,"(6.244963,1.292208)","6.244963,1.292208",6.244963,1.292208,131,758969.1
1302,DR0189,TOGO,"(6.259068,1.26049)","6.259068,1.26049",6.259068,1.26049,131,540005.0
1303,DP0689,TOGO ,"(6.38479,1.191818)","6.38479,1.191818",6.38479,1.191818,129,484107.2
1304,DL8814,TOGO ,"(6.436276,1.199352)","6.436276,1.199352",6.436276,1.199352,129,943057.2
1305,DO6078,TOGO,"(6.187577,1.349683)","6.187577,1.349683",6.187577,1.349683,255,5126716.0
1306,DL7359,TOGO ,"(6.22142,1.148483)","6.22142,1.148483",6.22142,1.148483,223,402586.56
1307,DL2952,TOGO,"(6.199693,1.269248)","6.199693,1.269248",6.199693,1.269248,223,5165992.0
1308,DR1658,TOGO,"(6.144763,1.266565)","6.144763,1.266565",6.144763,1.266565,223,8195075.5
1309,DR4558,Togo ,"(6.181877,1.392932)","6.181877,1.392932",6.181877,1.392932,255,2707860.0
1310,DR6703,TOGO,"(6.258918,1.124831)","6.258918,1.124831",6.258918,1.124831,223,188351.61
1311,DR6908,TOGO,"(6.235232,1.117947)","6.235232,1.117947",6.235232,1.117947,223,1736503.5
1312,DR0176,TOGO,"(6.210813,1.159817)","6.210813,1.159817",6.210813,1.159817,223,1350323.9
1313,DS2017,TOGO,"(6.206235,1.121436)","6.206235,1.121436",6.206235,1.121436,223,997554.6
1314,DR3875,TOGO,"(6.188757,1.326257)","6.188757,1.326257",6.188757,1.326257,255,5692546.5
1315,DN0675,TOGO,"(6.175646,1.30306)","6.175646,1.30306",6.175646,1.30306,255,2845829.2
1316,DL0132,TOGO ,"(6.381378,1.198325)","6.381378,1.198325",6.381378,1.198325,129,
1317,DP0611,TOGO ,"(6.268092,1.225172)","6.268092,1.225172",6.268092,1.225172,131,449294.88
1318,DP6161,TOGO,"(6.171792,1.262878)","6.171792,1.262878",6.171792,1.262878,223,5538392.0
1319,DO7415,TOGO,"(6.171498,1.304008)","6.171498,1.304008",6.171498,1.304008,255,8251214.0
1320,DR1792,TOGO,"(6.216127,1.15158)","6.216127,1.15158",6.216127,1.15158,223,959910.4
1321,DM7472,TOGO,"(6.220596,1.157018)","6.220596,1.157018",6.220596,1.157018,223,402586.56
1322,DR0210,TOGO,"(6.219473,1.221753)","6.219473,1.221753",6.219473,1.221753,131,4437533.5
